,SN,Contract No,Symbol,Buyer,Seller,Quantity,Rate,Amount,Trading Date,VWAP,Rolling Volatility,Trade Size,Buyer Info,Seller Info,Above_VWAP,Below_VWAP,Qty_Outlier,Amount_Outlier
34443,34944,2030000000000000.0,RURU,38,21,1.0,706.0,706.0,2025-09-08,712.5580083747709,127.57089532229352,Small,Known Broker,Known Broker,False,True,False,True
34457,34958,2030000000000000.0,UPCL,53,50,865.0,412.0,0.0,2025-09-08,411.3926609815923,158.1982616844869,Large,Known Broker,Known Broker,True,False,True,False
34536,35037,2030000000000000.0,NRIC,94,11,662.0,0.0,0.0,2025-09-08,0.0,303.1088913245347,Large,Known Broker,Known Broker,False,False,True,False
34564,35065,2030000000000000.0,PMLI,49,18,1.0,479.0,479.0,2025-09-08,487.38928571428573,148.12066027395696,Small,Known Broker,Known Broker,False,True,False,True
34630,35131,2030000000000000.0,CHL,43,58,990.0,244.0,0.0,2025-09-08,243.59297171482064,152.88235128138828,Large,Known Broker,Known Broker,True,False,True,False
34635,35136,2030000000000000.0,ILI,42,17,1.0,444.5,444.5,2025-09-08,444.2173221960911,298.83565717630745,Small,Known Broker,Known Broker,True,False,False,True
34697,35198,2030000000000000.0,UNHPL,33,28,900.0,453.0,0.0,2025-09-08,456.54486181837126,50.14312847568269,Large,Known Broker,Known Broker,False,True,True,False
3022,3523,2030000000000000.0,NGPL,34,49,900.0,395.8,0.0,2025-09-08,397.2731191471952,290.4331477867689,Large,Known Broker,Known Broker,False,True,True,False
34755,35256,2030000000000000.0,BHDC,42,11,700.0,575.0,0.0,2025-09-08,573.7702118184095,0.0,Large,Known Broker,Known Broker,True,False,True,False
3028,3529,2030000000000000.0,UMHL,62,51,930.0,576.5,0.0,2025-09-08,574.7904068966278,297.39409879819823,Large,Known Broker,Known Broker,True,False,True,False
34817,35318,2030000000000000.0,SKBBL,22,16,1.0,890.0,890.0,2025-09-08,884.9818756278557,123.49850201521726,Small,Known Broker,Known Broker,True,False,False,True
34847,35348,2030000000000000.0,NGPL,49,62,765.0,394.1,0.0,2025-09-08,397.2731191471952,35.18953442896915,Large,Known Broker,Known Broker,False,True,True,False
34850,35351,2030000000000000.0,MEN,44,17,967.0,612.2,0.0,2025-09-08,614.2903106470063,208.71095642856858,Large,Known Broker,Known Broker,False,True,True,False
34889,35390,2030000000000000.0,NIBLSTF,80,58,100.0,8.43,843.0,2025-09-08,8.485333333333333,290.45765663860686,Large,Known Broker,Known Broker,False,True,False,True
34929,35430,2030000000000000.0,LEC,45,33,700.0,212.0,0.0,2025-09-08,211.5893387230881,52.53887449616738,Large,Known Broker,Known Broker,True,False,True,False
3044,3545,2030000000000000.0,SHEL,35,4,757.0,303.0,0.0,2025-09-08,303.3728467373475,52.63158114026273,Large,Known Broker,Known Broker,False,True,True,False
34978,35479,2030000000000000.0,KBL,1,101,990.0,195.1,0.0,2025-09-08,195.39428881472838,147.83054488160266,Large,Known Broker,Known Broker,False,True,True,False
3050,3551,2030000000000000.0,BARUN,58,49,870.0,315.3,0.0,2025-09-08,319.89009652614925,49.312912440114864,Large,Known Broker,Known Broker,False,True,True,False
35035,35536,2030000000000000.0,NHPC,43,54,940.0,200.0,0.0,2025-09-08,199.01556729476687,6.903863651928141,Large,Known Broker,Known Broker,True,False,True,False
35076,35577,2030000000000000.0,HDHPC,42,42,900.0,184.0,0.0,2025-09-08,182.7698332387975,9.385272149711994,Large,Known Broker,Known Broker,True,False,True,False
35111,35612,2030000000000000.0,MMF1,5,58,100.0,9.8,980.0,2025-09-08,9.8003583855254,113.03596772704168,Large,Known Broker,Known Broker,False,True,False,True
35126,35627,2030000000000000.0,SMJC,4,62,723.0,539.0,0.0,2025-09-08,537.5927662301987,0.8185352755231344,Large,Known Broker,Known Broker,True,False,True,False
35144,35645,2030000000000000.0,HRL,65,34,1.0,970.0,970.0,2025-09-08,979.7508980090372,158.7713240271524,Small,Known Broker,Known Broker,False,True,False,True
35261,35762,2030000000000000.0,HIDCL,32,58,930.0,273.0,0.0,2025-09-08,271.3138952392916,167.57759396767617,Large,Known Broker,Known Broker,True,False,True,False
35263,35764,2030000000000000.0,RNLI,16,58,1.0,455.3,455.3,2025-09-08,451.04576344292144,131.283776606225,Small,Known Broker,Known Broker,True,False,False,True
35269,35770,2030000000000000.0,SBL,25,43,690.0,371.8,0.0,2025-09-08,370.97390539106954,214.51463819514052,Large,Known Broker,Known Broker,True,False,True,False
35286,35787,2030000000000000.0,NICGF2,28,7,850.0,8.68,0.0,2025-09-08,8.712972972972972,117.9353500863516,Large,Known Broker,Known Broker,False,True,True,False
35287,35788,2030000000000000.0,SPC,17,45,670.0,501.0,0.0,2025-09-08,502.2744180816373,247.34806811453387,Large,Known Broker,Known Broker,False,True,True,False
35296,35797,2030000000000000.0,NIFRA,63,53,776.0,271.0,0.0,2025-09-08,270.6788130899634,53.86003465767338,Large,Known Broker,Known Broker,True,False,True,False
35308,35809,2030000000000000.0,HURJA,41,45,940.0,225.2,0.0,2025-09-08,223.87405476461018,396.0109594442984,Large,Known Broker,Known Broker,True,False,True,False
35394,35895,2030000000000000.0,NFS,45,28,700.0,640.0,0.0,2025-09-08,636.7450028113578,0.0,Large,Known Broker,Known Broker,True,False,True,False
35446,35947,2030000000000000.0,SHEL,46,21,800.0,302.7,0.0,2025-09-08,303.3728467373475,0.0,Large,Known Broker,Known Broker,False,True,True,False
3095,3596,2030000000000000.0,SAHAS,45,29,833.0,620.0,0.0,2025-09-08,625.1987110999977,39.808332461078436,Large,Known Broker,Known Broker,False,True,True,False
3098,3599,2030000000000000.0,SAHAS,35,29,800.0,620.8,0.0,2025-09-08,625.1987110999977,210.52603956121115,Large,Known Broker,Known Broker,False,True,True,False
35489,35990,2030000000000000.0,API,47,44,2.0,288.0,576.0,2025-09-08,287.32858866103743,166.63737075857037,Small,Known Broker,Known Broker,True,False,False,True
35514,36015,2030000000000000.0,GBBL,10,17,911.0,425.7,0.0,2025-09-08,427.7497309247462,0.3055050388080899,Large,Known Broker,Known Broker,False,True,True,False
35548,36049,2030000000000000.0,HRL,4,45,970.0,983.0,0.0,2025-09-08,979.7508980090372,466.4990175052132,Large,Known Broker,Known Broker,True,False,True,False
35552,36053,2030000000000000.0,UPCL,10,40,753.0,413.0,0.0,2025-09-08,411.3926609815923,0.5773502650307262,Large,Known Broker,Known Broker,True,False,True,False
35683,36184,2030000000000000.0,ICFC,55,55,797.0,656.0,0.0,2025-09-08,651.3769078947369,367.13690162298946,Large,Known Broker,Known Broker,True,False,True,False
35703,36204,2030000000000000.0,SHIVM,58,49,658.0,584.2,0.0,2025-09-08,582.6545621696162,13.712160053477476,Large,Known Broker,Known Broker,True,False,True,False
35734,36235,2030000000000000.0,PRIN,58,48,627.0,760.0,0.0,2025-09-08,758.2440763745111,194.19063657481377,Large,Known Broker,Known Broker,True,False,True,False
35758,36259,2030000000000000.0,SBL,65,96,908.0,372.0,0.0,2025-09-08,370.97390539106954,86.15404807663907,Large,Known Broker,Known Broker,True,False,True,False
35784,36285,2030000000000000.0,PMHPL,42,46,970.0,353.0,0.0,2025-09-08,352.30811812139046,101.70026220875464,Large,Known Broker,Known Broker,True,False,True,False
35974,36475,2030000000000000.0,NGPL,67,26,680.0,395.0,0.0,2025-09-08,397.2731191471952,116.9030937714185,Large,Known Broker,Known Broker,False,True,True,False
35976,36477,2030000000000000.0,NGPL,32,26,795.0,395.0,0.0,2025-09-08,397.2731191471952,0.0,Large,Known Broker,Known Broker,False,True,True,False
35981,36482,2030000000000000.0,UPCL,13,60,800.0,413.0,0.0,2025-09-08,411.3926609815923,126.00033068737919,Large,Known Broker,Known Broker,True,False,True,False
36026,36527,2030000000000000.0,C30MF,38,58,100.0,9.09,909.0,2025-09-08,9.095555555555556,158.19974726061633,Large,Known Broker,Known Broker,False,True,False,True
3154,3655,2030000000000000.0,SBL,28,14,800.0,372.9,0.0,2025-09-08,370.97390539106954,215.03257892699514,Large,Known Broker,Known Broker,True,False,True,False
36093,36594,2030000000000000.0,NBL,46,29,906.0,249.0,0.0,2025-09-08,247.01757500517277,143.7602170281699,Large,Known Broker,Known Broker,True,False,True,False
36126,36627,2030000000000000.0,SAHAS,57,51,850.0,628.0,0.0,2025-09-08,625.1987110999977,0.0,Large,Known Broker,Known Broker,True,False,True,False
36155,36656,2030000000000000.0,SBL,65,43,950.0,372.0,0.0,2025-09-08,370.97390539106954,46.69061290375055,Large,Known Broker,Known Broker,True,False,True,False
36163,36664,2030000000000000.0,GMFIL,88,71,700.0,466.0,0.0,2025-09-08,465.1362722212246,0.5196152382690643,Large,Known Broker,Known Broker,True,False,True,False
36165,36666,2030000000000000.0,MKHL,45,49,1.0,732.0,732.0,2025-09-08,742.5877616747182,153.5463122318414,Small,Known Broker,Known Broker,False,True,False,True
3166,3667,2030000000000000.0,NICSF,33,35,100.0,8.82,882.0,2025-09-08,8.820769230769232,5.09222937266683,Large,Known Broker,Known Broker,False,True,False,True
36177,36678,2030000000000000.0,MBL,58,41,1.0,250.0,250.0,2025-09-08,249.0411341426615,78.6168132992201,Small,Known Broker,Known Broker,True,False,False,True
36190,36691,2030000000000000.0,CHCL,65,51,685.0,498.2,0.0,2025-09-08,498.2472151953008,52.569414428263414,Large,Known Broker,Known Broker,False,True,True,False
36195,36696,2030000000000000.0,RMF2,33,34,100.0,8.85,885.0,2025-09-08,9.003275769023205,141.85182703553411,Large,Known Broker,Known Broker,False,True,False,True
36231,36732,2030000000000000.0,NMBHF2,52,38,100.0,8.98,898.0,2025-09-08,8.995427728613569,256.93241679475085,Large,Known Broker,Known Broker,False,True,False,True
36296,36797,2030000000000000.0,CZBIL,10,53,632.0,207.0,0.0,2025-09-08,205.57391576086957,319.85204913105093,Large,Known Broker,Known Broker,True,False,True,False
3196,3697,2030000000000000.0,MMF1,32,64,100.0,9.76,976.0,2025-09-08,9.8003583855254,408.3252043816662,Large,Known Broker,Known Broker,False,True,False,True
36483,36984,2030000000000000.0,NMB,62,49,2.0,250.0,500.0,2025-09-08,247.3060984863613,144.33756729735387,Small,Known Broker,Known Broker,True,False,False,True
36485,36986,2030000000000000.0,UPCL,36,71,691.0,411.0,0.0,2025-09-08,411.3926609815923,92.95339333948966,Large,Known Broker,Known Broker,False,True,True,False
36494,36995,2030000000000000.0,GCIL,38,58,1.0,470.0,470.0,2025-09-08,476.72208292092824,266.15221208925544,Small,Known Broker,Known Broker,False,True,False,True
36530,37031,2030000000000000.0,HBL,10,54,783.0,202.0,0.0,2025-09-08,200.8905443794453,291.04227069847815,Large,Known Broker,Known Broker,True,False,True,False
36532,37033,2030000000000000.0,NMB,62,58,1.0,247.0,247.0,2025-09-08,247.3060984863613,139.5241914507696,Small,Known Broker,Known Broker,False,True,False,True
36534,37035,2030000000000000.0,PRIN,69,56,930.0,762.0,0.0,2025-09-08,758.2440763745111,258.6123224700047,Large,Known Broker,Known Broker,True,False,True,False
36573,37074,2030000000000000.0,MBJC,22,16,790.0,304.9,0.0,2025-09-08,302.9774043907438,74.99779996766276,Large,Known Broker,Known Broker,True,False,True,False
36574,37075,2030000000000000.0,AHPC,40,72,849.0,283.2,0.0,2025-09-08,282.77807694917556,12.528500841040165,Large,Known Broker,Known Broker,True,False,True,False
36580,37081,2030000000000000.0,MHCL,45,56,640.0,413.0,0.0,2025-09-08,412.60443793402777,23.498155955897648,Large,Known Broker,Known Broker,True,False,True,False
36588,37089,2030000000000000.0,NIBSF2,11,39,800.0,9.15,0.0,2025-09-08,9.215454545454545,0.005771986440963803,Large,Known Broker,Known Broker,False,True,True,False
36589,37090,2030000000000000.0,SALICO,6,94,890.0,670.0,0.0,2025-09-08,669.5817418915855,407.3159778763034,Large,Known Broker,Known Broker,True,False,True,False
36596,37097,2030000000000000.0,KSBBL,3,44,859.0,527.0,0.0,2025-09-08,526.8804312337569,57.50408681124725,Large,Known Broker,Known Broker,True,False,True,False
36607,37108,2030000000000000.0,NLICL,65,49,800.0,583.5,0.0,2025-09-08,581.922821969697,0.15275251981185672,Large,Known Broker,Known Broker,True,False,True,False
36660,37161,2030000000000000.0,UPCL,38,62,927.0,412.0,0.0,2025-09-08,411.3926609815923,202.30999316230472,Large,Known Broker,Known Broker,True,False,True,False
36721,37222,2030000000000000.0,NGPL,97,49,1.0,390.0,390.0,2025-09-08,397.2731191471952,294.04559737109633,Small,Known Broker,Known Broker,False,True,False,True
36738,37239,2030000000000000.0,KBL,58,58,760.0,195.0,0.0,2025-09-08,195.39428881472838,0.0,Large,Known Broker,Known Broker,False,True,True,False
36919,37420,2030000000000000.0,NBF2,47,43,100.0,9.37,937.0,2025-09-08,9.456645161290322,235.84504793045758,Large,Known Broker,Known Broker,False,True,False,True
36950,37451,2030000000000000.0,NIL,14,50,1.0,671.3,671.3,2025-09-08,675.3569597791798,254.6220008823469,Small,Known Broker,Known Broker,False,True,False,True
36952,37453,2030000000000000.0,UPCL,21,21,700.0,412.0,0.0,2025-09-08,411.3926609815923,137.5253552379724,Large,Known Broker,Known Broker,True,False,True,False
36961,37462,2030000000000000.0,UNHPL,71,38,705.0,455.0,0.0,2025-09-08,456.54486181837126,0.0,Large,Known Broker,Known Broker,False,True,True,False
36965,37466,2030000000000000.0,NIL,14,38,1.0,670.0,670.0,2025-09-08,675.3569597791798,174.36049820222928,Small,Known Broker,Known Broker,False,True,False,True
36966,37467,2030000000000000.0,NBL,14,43,906.0,248.0,0.0,2025-09-08,247.01757500517277,224.73614158236242,Large,Known Broker,Known Broker,True,False,True,False
36977,37478,2030000000000000.0,GBIME,32,22,913.0,246.2,0.0,2025-09-08,245.3072155812442,279.1234135646753,Large,Known Broker,Known Broker,True,False,True,False
36978,37479,2030000000000000.0,GVL,65,6,910.0,530.0,0.0,2025-09-08,528.5344516129032,148.20890661493385,Large,Known Broker,Known Broker,True,False,True,False
37002,37503,2030000000000000.0,SHEL,94,48,840.0,303.0,0.0,2025-09-08,303.3728467373475,56.00297611130557,Large,Known Broker,Known Broker,False,True,True,False
37020,37521,2030000000000000.0,BNHC,62,80,988.0,486.0,0.0,2025-09-08,484.9203244274809,119.04290543046153,Large,Known Broker,Known Broker,True,False,True,False
37035,37536,2030000000000000.0,SHIVM,88,38,650.0,584.2,0.0,2025-09-08,582.6545621696162,209.86433713234632,Large,Known Broker,Known Broker,True,False,True,False
37038,37539,2030000000000000.0,SHPC,43,22,680.0,540.5,0.0,2025-09-08,538.9915543486029,32.37550514404972,Large,Known Broker,Known Broker,True,False,True,False
37039,37540,2030000000000000.0,SHPC,48,22,720.0,540.6,0.0,2025-09-08,538.9915543486029,149.10071540180087,Large,Known Broker,Known Broker,True,False,True,False
37042,37543,2030000000000000.0,UPPER,35,52,888.0,184.5,0.0,2025-09-08,184.21903205587392,194.54750062643174,Large,Known Broker,Known Broker,True,False,True,False
37044,37545,2030000000000000.0,UPPER,42,52,656.0,184.5,0.0,2025-09-08,184.21903205587392,0.0,Large,Known Broker,Known Broker,True,False,True,False
37080,37581,2030000000000000.0,SMPDA,14,22,1.0,907.2,907.2,2025-09-08,901.0600209680238,455.2759749133794,Small,Known Broker,Known Broker,True,False,False,True
37133,37634,2030000000000000.0,SMPDA,14,46,1.0,900.0,900.0,2025-09-08,901.0600209680238,455.7502971291733,Small,Known Broker,Known Broker,False,True,False,True
37213,37714,2030000000000000.0,PPL,71,56,880.0,300.0,0.0,2025-09-08,300.164406305382,157.0011571082183,Large,Known Broker,Known Broker,False,True,True,False
37298,37799,2030000000000000.0,FMDBL,71,82,700.0,828.8,0.0,2025-09-08,826.3039141953681,359.0030501263098,Large,Known Broker,Known Broker,True,False,True,False
3279,3780,2030000000000000.0,PRVU,57,49,627.0,205.0,0.0,2025-09-08,206.1827447947991,340.08619985722413,Large,Known Broker,Known Broker,False,True,True,False
37331,37832,2030000000000000.0,LEC,16,36,750.0,212.6,0.0,2025-09-08,211.5893387230881,20.120719006084784,Large,Known Broker,Known Broker,True,False,True,False
37348,37849,2030000000000000.0,GHL,67,46,700.0,218.6,0.0,2025-09-08,218.7739030937816,0.0999999400772268,Large,Known Broker,Known Broker,False,True,True,False
37407,37908,2030000000000000.0,SSHL,28,58,930.0,175.5,0.0,2025-09-08,174.9086079354405,135.388638124927,Large,Known Broker,Known Broker,True,False,True,False
37445,37946,2030000000000000.0,NMBMF,58,41,1.0,665.0,665.0,2025-09-08,676.3886198547216,383.9379290110853,Small,Known Broker,Known Broker,False,True,False,True
37489,37990,2030000000000000.0,SPDL,53,19,956.0,401.0,0.0,2025-09-08,401.774507579763,127.3346116864108,Large,Known Broker,Known Broker,False,True,True,False
37585,38086,2030000000000000.0,SANIMA,25,14,728.0,365.0,0.0,2025-09-08,365.24953040257503,0.0,Large,Known Broker,Known Broker,False,True,True,False
380,381,2030000000000000.0,PPCL,19,17,900.0,313.7,0.0,2025-09-08,318.25845085546575,136.48004738176166,Large,Known Broker,Known Broker,False,True,True,False
3312,3813,2030000000000000.0,PMLI,59,16,1.0,487.0,487.0,2025-09-08,487.38928571428573,144.87047088114835,Small,Known Broker,Known Broker,False,True,False,True
37629,38130,2030000000000000.0,UPCL,32,67,670.0,410.0,0.0,2025-09-08,411.3926609815923,44.455970727539615,Large,Known Broker,Known Broker,False,True,True,False
37660,38161,2030000000000000.0,SADBL,4,44,889.0,417.2,0.0,2025-09-08,416.98130732375085,94.8587019378064,Large,Known Broker,Known Broker,True,False,True,False
37681,38182,2030000000000000.0,GVL,67,6,1.0,520.0,520.0,2025-09-08,528.5344516129032,130.29516491410595,Small,Known Broker,Known Broker,False,True,False,True
37690,38191,2030000000000000.0,UNHPL,14,62,691.0,450.0,0.0,2025-09-08,456.54486181837126,171.56145643277065,Large,Known Broker,Known Broker,False,True,True,False
37709,38210,2030000000000000.0,NRM,44,42,910.0,451.0,0.0,2025-09-08,450.7210002548059,170.80495699286251,Large,Known Broker,Known Broker,True,False,True,False
37711,38212,2030000000000000.0,SAHAS,95,77,830.0,627.0,0.0,2025-09-08,625.1987110999977,101.04124570357637,Large,Known Broker,Known Broker,True,False,True,False
37781,38282,2030000000000000.0,HIDCL,55,53,700.0,272.0,0.0,2025-09-08,271.3138952392916,45.7383865039956,Large,Known Broker,Known Broker,True,False,True,False
37803,38304,2030000000000000.0,SANVI,14,3,700.0,605.0,0.0,2025-09-08,604.9296296296295,38.16285279344702,Large,Known Broker,Known Broker,True,False,True,False
37846,38347,2030000000000000.0,KBL,55,80,750.0,197.0,0.0,2025-09-08,195.39428881472838,115.20850663030613,Large,Known Broker,Known Broker,True,False,True,False
37937,38438,2030000000000000.0,SANIMA,25,44,701.0,365.0,0.0,2025-09-08,365.24953040257503,191.15525975845088,Large,Known Broker,Known Broker,False,True,True,False
37960,38461,2030000000000000.0,SHEL,39,75,710.0,303.2,0.0,2025-09-08,303.3728467373475,259.1941614568653,Large,Known Broker,Known Broker,False,True,True,False
37962,38463,2030000000000000.0,SHEL,45,75,740.0,304.0,0.0,2025-09-08,303.3728467373475,0.43588988331585576,Large,Known Broker,Known Broker,True,False,True,False
37978,38479,2030000000000000.0,API,11,66,939.0,288.0,0.0,2025-09-08,287.32858866103743,0.0,Large,Known Broker,Known Broker,True,False,True,False
37996,38497,2030000000000000.0,AHPC,86,95,711.0,283.6,0.0,2025-09-08,282.77807694917556,98.12069098814926,Large,Known Broker,Known Broker,True,False,True,False
38006,38507,2030000000000000.0,SAHAS,47,32,793.0,629.0,0.0,2025-09-08,625.1987110999977,0.0,Large,Known Broker,Known Broker,True,False,True,False
38075,38576,2030000000000000.0,BPCL,45,60,895.0,802.0,0.0,2025-09-08,802.0449179571917,0.0,Large,Known Broker,Known Broker,False,True,True,False
38077,38578,2030000000000000.0,BPCL,34,60,700.0,802.1,0.0,2025-09-08,802.0449179571917,0.05773508548939556,Large,Known Broker,Known Broker,True,False,True,False
3357,3858,2030000000000000.0,ADBL,52,48,820.0,317.1,0.0,2025-09-08,318.2719262638099,243.06152170455104,Large,Known Broker,Known Broker,False,True,True,False
38087,38588,2030000000000000.0,PMLI,59,34,1.0,487.0,487.0,2025-09-08,487.38928571428573,281.16958109532294,Small,Known Broker,Known Broker,False,True,False,True
38153,38654,2030000000000000.0,SFMF,22,46,100.0,9.59,959.0,2025-09-08,9.59,5.536789079812787,Large,Known Broker,Known Broker,False,False,False,True
38184,38685,2030000000000000.0,NLIC,4,43,1.0,770.0,770.0,2025-09-08,769.6998327608028,287.28947654470204,Small,Known Broker,Known Broker,True,False,False,True
3369,3870,2030000000000000.0,ILI,57,47,2.0,442.0,884.0,2025-09-08,444.2173221960911,156.0202978247563,Small,Known Broker,Known Broker,False,True,False,True
38205,38706,2030000000000000.0,GHL,55,46,680.0,220.0,0.0,2025-09-08,218.7739030937816,150.57623761178027,Large,Known Broker,Known Broker,True,False,True,False
38223,38724,2030000000000000.0,SADBL,4,46,950.0,417.2,0.0,2025-09-08,416.98130732375085,240.8705323058807,Large,Known Broker,Known Broker,True,False,True,False
38240,38741,2030000000000000.0,PMLI,59,11,1.0,479.5,479.5,2025-09-08,487.38928571428573,241.18802485471997,Small,Known Broker,Known Broker,False,True,False,True
38280,38781,2030000000000000.0,NLIC,4,22,815.0,770.0,0.0,2025-09-08,769.6998327608028,134.2679410730681,Large,Known Broker,Known Broker,True,False,True,False
38289,38790,2030000000000000.0,PMLI,59,44,1.0,479.3,479.3,2025-09-08,487.38928571428573,151.91910127869434,Small,Known Broker,Known Broker,False,True,False,True
38332,38833,2030000000000000.0,LEC,48,36,940.0,213.0,0.0,2025-09-08,211.5893387230881,0.0,Large,Known Broker,Known Broker,True,False,True,False
38334,38835,2030000000000000.0,LEC,34,36,846.0,213.0,0.0,2025-09-08,211.5893387230881,0.0,Large,Known Broker,Known Broker,True,False,True,False
38353,38854,2030000000000000.0,SPDL,22,19,856.0,401.2,0.0,2025-09-08,401.774507579763,0.057734975746583775,Large,Known Broker,Known Broker,False,True,True,False
38374,38875,2030000000000000.0,UNHPL,62,39,766.0,454.2,0.0,2025-09-08,456.54486181837126,0.09999997870077437,Large,Known Broker,Known Broker,False,True,True,False
3393,3894,2030000000000000.0,SEF,40,33,100.0,9.3,930.0,2025-09-08,9.270768269831356,562.1659571099406,Large,Known Broker,Known Broker,True,False,False,True
38442,38943,2030000000000000.0,SIKLES,33,88,989.0,711.0,0.0,2025-09-08,709.0811441860465,253.45676817424427,Large,Known Broker,Known Broker,True,False,True,False
38468,38969,2030000000000000.0,NLIC,77,87,700.0,770.5,0.0,2025-09-08,769.6998327608028,444.8483824105949,Large,Known Broker,Known Broker,True,False,True,False
38516,39017,2030000000000000.0,RMF2,38,10,700.0,9.01,0.0,2025-09-08,9.003275769023205,263.8432995169418,Large,Known Broker,Known Broker,True,False,True,False
38543,39044,2030000000000000.0,MKJC,75,72,842.0,601.5,0.0,2025-09-08,605.2195299125525,166.57755951306208,Large,Known Broker,Known Broker,False,True,True,False
3416,3917,2030000000000000.0,UMHL,67,62,800.0,576.1,0.0,2025-09-08,574.7904068966278,187.30281186711323,Large,Known Broker,Known Broker,True,False,True,False
38695,39196,2030000000000000.0,UNHPL,71,68,985.0,455.4,0.0,2025-09-08,456.54486181837126,262.9253125889306,Large,Known Broker,Known Broker,False,True,True,False
3419,3920,2030000000000000.0,ILI,57,21,2.0,440.0,880.0,2025-09-08,444.2173221960911,232.40481922713937,Small,Known Broker,Known Broker,False,True,False,True
38709,39210,2030000000000000.0,MHCL,4,62,635.0,417.0,0.0,2025-09-08,412.60443793402777,297.6244837598772,Large,Known Broker,Known Broker,True,False,True,False
38720,39221,2030000000000000.0,SHIVM,58,80,825.0,583.0,0.0,2025-09-08,582.6545621696162,295.26412469740313,Large,Known Broker,Known Broker,True,False,True,False
38805,39306,2030000000000000.0,NLIC,77,94,700.0,770.5,0.0,2025-09-08,769.6998327608028,169.71211899370363,Large,Known Broker,Known Broker,True,False,True,False
38818,39319,2030000000000000.0,RADHI,16,63,709.0,758.0,0.0,2025-09-08,755.9634460172596,0.0,Large,Known Broker,Known Broker,True,False,True,False
38836,39337,2030000000000000.0,UMHL,62,91,850.0,576.0,0.0,2025-09-08,574.7904068966278,21.390885909644606,Large,Known Broker,Known Broker,True,False,True,False
38860,39361,2030000000000000.0,AKPL,42,70,965.0,253.5,0.0,2025-09-08,253.25692971779202,56.57369824683178,Large,Known Broker,Known Broker,True,False,True,False
38874,39375,2030000000000000.0,NICFC,78,62,100.0,9.18,918.0,2025-09-08,9.041509433962265,284.9335082669704,Large,Known Broker,Known Broker,True,False,False,True
38901,39402,2030000000000000.0,NICFC,78,62,100.0,9.15,915.0,2025-09-08,9.041509433962265,347.1469393498797,Large,Known Broker,Known Broker,True,False,False,True
38928,39429,2030000000000000.0,MEL,57,62,970.0,281.6,0.0,2025-09-08,281.6840073755378,24.07550622501609,Large,Known Broker,Known Broker,False,True,True,False
38936,39437,2030000000000000.0,HRL,35,67,753.0,985.0,0.0,2025-09-08,979.7508980090372,0.0,Large,Known Broker,Known Broker,True,False,True,False
38958,39459,2030000000000000.0,BPCL,64,62,922.0,805.1,0.0,2025-09-08,802.0449179571917,348.19994734825576,Large,Known Broker,Known Broker,True,False,True,False
39039,39540,2030000000000000.0,NICA,42,46,898.0,339.0,0.0,2025-09-08,339.855737757732,87.50093332830494,Large,Known Broker,Known Broker,False,True,True,False
39050,39551,2030000000000000.0,NICA,58,46,785.0,340.0,0.0,2025-09-08,339.855737757732,247.45232537466737,Large,Known Broker,Known Broker,True,False,True,False
39115,39616,2030000000000000.0,MKJC,75,58,632.0,608.0,0.0,2025-09-08,605.2195299125525,205.36263860139763,Large,Known Broker,Known Broker,True,False,True,False
39131,39632,2030000000000000.0,MKJC,60,58,694.0,608.5,0.0,2025-09-08,605.2195299125525,114.3442317448933,Large,Known Broker,Known Broker,True,False,True,False
39135,39636,2030000000000000.0,MKJC,60,58,985.0,609.1,0.0,2025-09-08,605.2195299125525,0.2081666019612812,Large,Known Broker,Known Broker,True,False,True,False
39156,39657,2030000000000000.0,SHIVM,60,25,980.0,584.0,0.0,2025-09-08,582.6545621696162,296.5872552892143,Large,Known Broker,Known Broker,True,False,True,False
39178,39679,2030000000000000.0,PPL,63,58,931.0,300.1,0.0,2025-09-08,300.164406305382,0.05773494731315557,Large,Known Broker,Known Broker,False,True,True,False
39191,39692,2030000000000000.0,UPCL,13,63,888.0,410.5,0.0,2025-09-08,411.3926609815923,331.2555659909743,Large,Known Broker,Known Broker,False,True,True,False
39321,39822,2030000000000000.0,KSBBL,59,44,925.0,530.0,0.0,2025-09-08,526.8804312337569,0.0,Large,Known Broker,Known Broker,True,False,True,False
39373,39874,2030000000000000.0,RURU,38,58,1.0,706.0,706.0,2025-09-08,712.5580083747709,353.83188098303583,Small,Known Broker,Known Broker,False,True,False,True
39418,39919,2030000000000000.0,RADHI,45,75,651.0,758.1,0.0,2025-09-08,755.9634460172596,437.6892390726432,Large,Known Broker,Known Broker,True,False,True,False
3491,3992,2030000000000000.0,UNHPL,33,45,700.0,465.0,0.0,2025-09-08,456.54486181837126,382.28440983120714,Large,Known Broker,Known Broker,True,False,True,False
39435,39936,2030000000000000.0,UNHPL,84,62,700.0,455.2,0.0,2025-09-08,456.54486181837126,25.865292059624565,Large,Known Broker,Known Broker,False,True,True,False
39438,39939,2030000000000000.0,SANIMA,1,65,954.0,365.0,0.0,2025-09-08,365.24953040257503,182.7989423747325,Large,Known Broker,Known Broker,False,True,True,False
39443,39944,2030000000000000.0,RADHI,16,63,651.0,759.0,0.0,2025-09-08,755.9634460172596,206.4417674147639,Large,Known Broker,Known Broker,True,False,True,False
39445,39946,2030000000000000.0,UNHPL,56,62,990.0,455.1,0.0,2025-09-08,456.54486181837126,175.4567468067338,Large,Known Broker,Known Broker,False,True,True,False
