SN,Contract No,Symbol,Buyer,Seller,Quantity,Rate,Amount
37544,2030000000000000.0,UPPER,26,52,50.0,184.5,0.0
37545,2030000000000000.0,UPPER,42,52,656.0,184.5,0.0
37546,2030000000000000.0,UPPER,45,52,250.0,184.5,0.0
37547,2030000000000000.0,UPPER,38,52,100.0,184.5,0.0
37548,2030000000000000.0,UPPER,58,52,10.0,184.5,0.0
37549,2030000000000000.0,UPPER,4,52,500.0,184.8,0.0
37550,2030000000000000.0,UPPER,46,52,60.0,184.9,0.0
37551,2030000000000000.0,GVL,65,57,200.0,530.0,0.0
37552,2030000000000000.0,GVL,42,57,200.0,530.1,0.0
37553,2030000000000000.0,SHPC,66,10,100.0,541.0,0.0
37554,2030000000000000.0,SJCL,6,26,40.0,290.0,0.0
37555,2030000000000000.0,SJCL,6,48,180.0,290.0,0.0
37556,2030000000000000.0,MLBL,36,21,207.0,386.0,0.0
37557,2030000000000000.0,MLBL,55,21,193.0,386.0,0.0
37558,2030000000000000.0,SANVI,52,58,10.0,603.7,0.0
37559,2030000000000000.0,RIDI,97,34,400.0,227.0,0.0
37560,2030000000000000.0,RIDI,44,34,65.0,227.0,0.0
37561,2030000000000000.0,RIDI,58,34,219.0,227.0,0.0
37562,2030000000000000.0,RIDI,6,34,500.0,227.0,0.0
37563,2030000000000000.0,RIDI,32,34,65.0,227.0,0.0
37564,2030000000000000.0,RIDI,38,34,30.0,227.1,0.0
37565,2030000000000000.0,SMPDA,14,58,2.0,907.4,0.0
37566,2030000000000000.0,MEL,6,21,10.0,281.2,0.0
37567,2030000000000000.0,HBL,10,36,10.0,202.0,0.0
37568,2030000000000000.0,RADHI,16,10,10.0,760.0,0.0
37569,2030000000000000.0,TTL,87,17,10.0,785.0,0.0
37570,2030000000000000.0,SHEL,94,81,160.0,303.0,0.0
37571,2030000000000000.0,SHEL,90,81,145.0,303.0,0.0
37572,2030000000000000.0,SHEL,65,81,200.0,303.0,0.0
37573,2030000000000000.0,SHEL,13,81,400.0,303.0,0.0
37574,2030000000000000.0,SHEL,3,81,500.0,303.1,0.0
37575,2030000000000000.0,SHEL,63,81,95.0,303.1,0.0
37576,2030000000000000.0,CHDC,5,58,13.0,0.0,0.0
37577,2030000000000000.0,AKPL,71,62,0.0,254.7,0.0
37578,2030000000000000.0,BNHC,26,34,38.0,487.0,0.0
37579,2030000000000000.0,BNHC,66,34,10.0,487.1,0.0
37580,2030000000000000.0,MLBL,55,54,200.0,386.0,0.0
37581,2030000000000000.0,SMPDA,14,22,1.0,907.2,907.2
37582,2030000000000000.0,HIDCLP,41,63,482.0,197.3,0.0
37583,2030000000000000.0,HIDCLP,7,63,10.0,197.5,0.0
37584,2030000000000000.0,ANLB,68,39,10.0,0.0,0.0
37585,2030000000000000.0,JBBL,58,34,170.0,328.0,0.0
37586,2030000000000000.0,JBBL,87,34,100.0,328.0,0.0
37587,2030000000000000.0,JBBL,22,34,250.0,328.0,0.0
37588,2030000000000000.0,JBBL,17,34,480.0,328.0,0.0
37589,2030000000000000.0,JBBL,36,34,500.0,328.1,0.0
37590,2030000000000000.0,NRN,36,42,11.0,0.0,0.0
37591,2030000000000000.0,KBL,57,35,0.0,197.1,0.0
37592,2030000000000000.0,HBL,10,58,10.0,202.0,0.0
37593,2030000000000000.0,TTL,88,17,10.0,785.0,0.0
37594,2030000000000000.0,SWMF,45,34,229.0,700.0,0.0
37595,2030000000000000.0,SWMF,43,34,471.0,700.1,0.0
37596,2030000000000000.0,USLB,63,17,20.0,0.0,0.0
37597,2030000000000000.0,USLB,58,17,30.0,0.0,0.0
37598,2030000000000000.0,EBL,3,58,10.0,720.0,0.0
37599,2030000000000000.0,HLI,14,17,28.0,397.0,0.0
37600,2030000000000000.0,SMPDA,14,49,5.0,905.0,0.0
37601,2030000000000000.0,UPCL,63,16,408.0,411.0,0.0
37602,2030000000000000.0,SIKLES,32,88,11.0,710.0,0.0
37603,2030000000000000.0,SIKLES,32,88,20.0,710.0,0.0
37604,2030000000000000.0,SIKLES,49,88,20.0,710.0,0.0
37605,2030000000000000.0,SIKLES,69,88,50.0,710.0,0.0
37606,2030000000000000.0,SIKLES,38,88,55.0,710.0,0.0
37607,2030000000000000.0,SIKLES,18,88,29.0,711.0,0.0
37608,2030000000000000.0,SIKLES,7,88,115.0,711.1,0.0
37609,2030000000000000.0,NBL,16,43,0.0,248.0,0.0
37610,2030000000000000.0,NBL,46,43,0.0,248.0,0.0
37611,2030000000000000.0,NBL,46,43,438.0,248.6,0.0
37612,2030000000000000.0,HATHY,14,36,74.0,0.0,0.0
37613,2030000000000000.0,PRSF,49,55,100.0,10.23,0.0
37614,2030000000000000.0,SWMF,43,57,22.0,700.1,0.0
37615,2030000000000000.0,UHEWA,14,80,100.0,551.1,0.0
37616,2030000000000000.0,NFS,57,45,10.0,641.1,0.0
37617,2030000000000000.0,HBL,10,58,10.0,202.0,0.0
37618,2030000000000000.0,UPCL,20,58,99.0,410.2,0.0
37619,2030000000000000.0,SANVI,52,58,10.0,603.7,0.0
37620,2030000000000000.0,CHL,44,71,443.0,243.3,0.0
37621,2030000000000000.0,CHL,45,71,50.0,243.5,0.0
37622,2030000000000000.0,CHL,4,71,200.0,243.5,0.0
37623,2030000000000000.0,CHL,49,71,80.0,243.6,0.0
37624,2030000000000000.0,CHL,17,71,50.0,243.7,0.0
37625,2030000000000000.0,CHL,58,71,48.0,243.8,0.0
37626,2030000000000000.0,CHL,51,71,100.0,243.8,0.0
37627,2030000000000000.0,CHL,39,71,500.0,244.0,0.0
37628,2030000000000000.0,CHL,35,71,29.0,244.0,0.0
37629,2030000000000000.0,SONA,49,49,10.0,443.0,0.0
37630,2030000000000000.0,CLI,35,58,32.0,457.1,0.0
37631,2030000000000000.0,ANLB,4,39,10.0,0.0,0.0
37632,2030000000000000.0,ANLB,39,62,10.0,0.0,0.0
37633,2030000000000000.0,NLICL,58,38,7.0,575.0,0.0
37634,2030000000000000.0,SMPDA,14,46,1.0,900.0,900.0
37635,2030000000000000.0,SPDL,60,48,281.0,400.1,0.0
37636,2030000000000000.0,SPDL,13,48,189.0,400.3,0.0
37637,2030000000000000.0,SPDL,92,48,530.0,400.4,0.0
37638,2030000000000000.0,SPDL,14,48,0.0,400.5,0.0
37639,2030000000000000.0,BHCL,58,17,10.0,462.2,0.0
37640,2030000000000000.0,SHPC,4,22,0.0,540.8,0.0
37641,2030000000000000.0,NRM,96,17,34.0,451.0,0.0
37642,2030000000000000.0,UNHPL,19,39,100.0,453.5,0.0
37643,2030000000000000.0,RNLI,13,49,12.0,451.1,0.0
37644,2030000000000000.0,SSHL,44,71,20.0,176.5,0.0
37645,2030000000000000.0,NIFRA,16,55,54.0,271.0,0.0
37646,2030000000000000.0,SANVI,52,48,10.0,603.7,0.0
37647,2030000000000000.0,HBL,10,25,10.0,202.0,0.0
37648,2030000000000000.0,SMPDA,14,58,7.0,905.0,0.0
37649,2030000000000000.0,UNHPL,71,58,80.0,451.1,0.0
37650,2030000000000000.0,UNHPL,48,58,200.0,451.1,0.0
37651,2030000000000000.0,ANLB,57,39,10.0,0.0,0.0
37652,2030000000000000.0,ANLB,39,66,10.0,0.0,0.0
37653,2030000000000000.0,EBL,18,64,200.0,719.0,0.0
37654,2030000000000000.0,BHCL,58,58,10.0,462.2,0.0
37655,2030000000000000.0,HRL,46,49,10.0,983.0,0.0
37656,2030000000000000.0,HRL,46,60,100.0,985.0,0.0
37657,2030000000000000.0,NIFRA,16,54,12.0,271.0,0.0
37658,2030000000000000.0,SAPDBL,42,38,49.0,786.0,0.0
37659,2030000000000000.0,SAPDBL,41,38,51.0,786.0,0.0
37660,2030000000000000.0,SMATA,46,1,15.0,930.2,0.0
37661,2030000000000000.0,SMATA,75,1,20.0,930.3,0.0
37662,2030000000000000.0,EDBL,74,14,40.0,620.0,0.0
37663,2030000000000000.0,EDBL,63,14,10.0,620.0,0.0
37664,2030000000000000.0,EDBL,11,14,50.0,620.0,0.0
37665,2030000000000000.0,SHINE,36,8,19.0,415.1,0.0
37666,2030000000000000.0,SHINE,57,8,481.0,415.1,0.0
37667,2030000000000000.0,SHINE,60,8,100.0,415.4,0.0
37668,2030000000000000.0,SHINE,19,8,200.0,415.5,0.0
37669,2030000000000000.0,UPCL,34,81,500.0,411.0,0.0
37670,2030000000000000.0,MKJC,44,45,250.0,606.0,0.0
37671,2030000000000000.0,MKJC,44,45,500.0,606.0,0.0
37672,2030000000000000.0,MKJC,44,45,250.0,606.0,0.0
37673,2030000000000000.0,WNLB,10,58,10.0,0.0,0.0
37674,2030000000000000.0,BHCL,58,35,10.0,462.2,0.0
37675,2030000000000000.0,SPHL,87,64,100.0,535.0,0.0
37676,2030000000000000.0,SPHL,87,62,250.0,534.0,0.0
37677,2030000000000000.0,SPHL,87,58,20.0,530.0,0.0
37678,2030000000000000.0,SPHL,87,29,10.0,530.0,0.0
37679,2030000000000000.0,SPHL,87,42,100.0,530.0,0.0
37680,2030000000000000.0,SPHL,87,83,10.0,530.0,0.0
37681,2030000000000000.0,SINDU,17,22,95.0,695.0,0.0
37682,2030000000000000.0,HLI,14,49,12.0,397.0,0.0
37683,2030000000000000.0,SHEL,63,63,0.0,303.1,0.0
37684,2030000000000000.0,NRIC,74,63,4.0,0.0,0.0
37685,2030000000000000.0,HBL,10,45,10.0,202.0,0.0
37686,2030000000000000.0,HBL,10,74,10.0,202.0,0.0
37687,2030000000000000.0,GHL,42,34,0.0,218.1,0.0
37688,2030000000000000.0,RURU,92,58,172.0,715.0,0.0
37689,2030000000000000.0,RURU,57,58,73.0,715.5,0.0
37690,2030000000000000.0,NRN,36,55,10.0,0.0,0.0
37691,2030000000000000.0,HIDCL,62,53,0.0,272.0,0.0
37692,2030000000000000.0,AKJCL,41,54,50.0,194.0,0.0
37693,2030000000000000.0,NIFRA,16,58,476.0,271.0,0.0
37694,2030000000000000.0,NIFRA,58,58,20.0,271.0,0.0
37695,2030000000000000.0,NIFRA,25,58,300.0,271.0,0.0
37696,2030000000000000.0,NIFRA,16,58,100.0,271.0,0.0
37697,2030000000000000.0,NIFRA,21,58,154.0,271.0,0.0
37698,2030000000000000.0,NIFRA,57,58,50.0,271.0,0.0
37699,2030000000000000.0,NIFRA,42,58,354.0,271.0,0.0
37700,2030000000000000.0,NIFRA,16,58,10.0,271.1,0.0
37701,2030000000000000.0,NIFRA,69,58,20.0,271.1,0.0
37702,2030000000000000.0,NIFRA,45,58,10.0,271.1,0.0
37703,2030000000000000.0,NIFRA,16,58,20.0,271.5,0.0
37704,2030000000000000.0,NIFRA,56,58,486.0,271.5,0.0
37705,2030000000000000.0,HBL,10,58,10.0,202.0,0.0
37706,2030000000000000.0,SHPC,4,62,500.0,540.8,0.0
37707,2030000000000000.0,CLI,35,49,13.0,457.1,0.0
37708,2030000000000000.0,SGIC,14,21,9.0,545.0,0.0
37709,2030000000000000.0,KKHC,49,58,60.0,230.0,0.0
37710,2030000000000000.0,KKHC,64,58,100.0,230.0,0.0
37711,2030000000000000.0,KKHC,26,58,70.0,230.3,0.0
37712,2030000000000000.0,KKHC,57,58,293.0,230.3,0.0
37713,2030000000000000.0,MLBBL,40,18,100.0,0.0,0.0
37714,2030000000000000.0,PPL,71,56,880.0,300.0,0.0
37715,2030000000000000.0,SANVI,52,48,10.0,603.7,0.0
37716,2030000000000000.0,NIFRA,56,49,14.0,271.5,0.0
37717,2030000000000000.0,NIFRA,69,49,50.0,271.5,0.0
37718,2030000000000000.0,HBL,10,58,10.0,202.0,0.0
37719,2030000000000000.0,SHEL,44,58,200.0,304.0,0.0
37720,2030000000000000.0,SANIMA,44,22,0.0,364.3,0.0
37721,2030000000000000.0,SANIMA,14,22,500.0,364.5,0.0
37722,2030000000000000.0,SONA,49,36,10.0,443.0,0.0
37723,2030000000000000.0,SONA,49,46,10.0,443.0,0.0
37724,2030000000000000.0,SHEL,63,17,405.0,303.1,0.0
37725,2030000000000000.0,SHEL,22,17,65.0,303.1,0.0
37726,2030000000000000.0,SHEL,57,17,500.0,303.2,0.0
37727,2030000000000000.0,SHEL,4,17,30.0,303.2,0.0
37728,2030000000000000.0,UPPER,46,16,240.0,184.9,0.0
37729,2030000000000000.0,UPPER,21,16,10.0,184.9,0.0
37730,2030000000000000.0,UPPER,3,16,100.0,184.9,0.0
37731,2030000000000000.0,UPPER,43,16,100.0,184.9,0.0
37732,2030000000000000.0,UPPER,16,16,100.0,185.0,0.0
37733,2030000000000000.0,UPPER,58,16,30.0,185.0,0.0
37734,2030000000000000.0,UPPER,3,16,120.0,185.0,0.0
37735,2030000000000000.0,HRL,82,64,473.0,985.9,0.0
37736,2030000000000000.0,SANVI,52,48,10.0,603.7,0.0
37737,2030000000000000.0,GHL,42,58,406.0,218.1,0.0
37738,2030000000000000.0,NABBC,28,64,104.0,676.0,0.0
37739,2030000000000000.0,NABBC,45,64,250.0,676.0,0.0
37740,2030000000000000.0,NABBC,43,64,130.0,676.0,0.0
37741,2030000000000000.0,NABBC,35,64,100.0,676.4,0.0
37742,2030000000000000.0,NABBC,64,64,50.0,676.4,0.0
37743,2030000000000000.0,NABBC,33,64,166.0,679.0,0.0
37744,2030000000000000.0,MEN,55,45,20.0,617.5,0.0
37745,2030000000000000.0,LEC,58,36,172.0,212.6,0.0
37746,2030000000000000.0,SMJC,32,8,10.0,542.0,0.0
37747,2030000000000000.0,SANVI,95,62,50.0,604.0,0.0
37748,2030000000000000.0,BHDC,98,19,100.0,576.1,0.0
37749,2030000000000000.0,HLI,14,34,12.0,397.0,0.0
37750,2030000000000000.0,BHCL,45,45,10.0,462.1,0.0
37751,2030000000000000.0,ALICL,17,44,90.0,476.5,0.0
37752,2030000000000000.0,SADBL,33,22,100.0,416.2,0.0
37753,2030000000000000.0,UPCL,98,16,0.0,410.9,0.0
37754,2030000000000000.0,UPCL,98,7,500.0,410.8,0.0
37755,2030000000000000.0,UPCL,98,65,100.0,410.5,0.0
37756,2030000000000000.0,UPCL,98,38,542.0,410.4,0.0
37757,2030000000000000.0,LBBL,16,18,400.0,527.0,0.0
37758,2030000000000000.0,BHCL,45,45,10.0,462.1,0.0
37759,2030000000000000.0,NICLBSL,25,34,10.0,572.7,0.0
37760,2030000000000000.0,FOWAD,43,46,287.0,0.0,0.0
37761,2030000000000000.0,CYCL,58,44,20.0,0.0,0.0
37762,2030000000000000.0,NLIC,8,66,55.0,770.0,0.0
37763,2030000000000000.0,ENL,1,55,10.0,955.5,0.0
37764,2030000000000000.0,UHEWA,13,58,90.0,551.4,0.0
37765,2030000000000000.0,UHEWA,13,58,100.0,551.5,0.0
37766,2030000000000000.0,UHEWA,47,58,20.0,552.0,0.0
37767,2030000000000000.0,BHCL,45,49,10.0,462.1,0.0
37768,2030000000000000.0,BHL,58,49,30.0,186.2,0.0
37769,2030000000000000.0,HDL,56,63,100.0,0.0,0.0
37770,2030000000000000.0,SONA,58,44,20.0,443.1,0.0
37771,2030000000000000.0,JBLB,45,97,30.0,0.0,0.0
37772,2030000000000000.0,JBLB,25,97,100.0,0.0,0.0
37773,2030000000000000.0,JBLB,39,97,40.0,0.0,0.0
37774,2030000000000000.0,GHL,42,58,0.0,218.1,0.0
37775,2030000000000000.0,GHL,16,58,481.0,218.2,0.0
37776,2030000000000000.0,HBL,10,45,10.0,202.0,0.0
37777,2030000000000000.0,GMFIL,88,22,100.0,466.0,0.0
37778,2030000000000000.0,SANVI,85,62,20.0,604.0,0.0
37779,2030000000000000.0,PRVU,55,44,200.0,207.0,0.0
37780,2030000000000000.0,SMHL,92,65,100.0,870.0,0.0
37781,2030000000000000.0,WNLB,46,58,20.0,0.0,0.0
37782,2030000000000000.0,CHDC,5,11,25.0,0.0,0.0
37783,2030000000000000.0,CHDC,45,11,50.0,0.0,0.0
37784,2030000000000000.0,BNHC,101,89,250.0,488.0,0.0
37785,2030000000000000.0,HRL,46,45,10.0,983.0,0.0
37786,2030000000000000.0,HBL,10,58,10.0,202.0,0.0
37787,2030000000000000.0,FMDBL,14,71,10.0,825.0,0.0
37788,2030000000000000.0,LEC,58,41,25.0,212.0,0.0
37789,2030000000000000.0,LEC,10,41,100.0,212.1,0.0
37790,2030000000000000.0,LEC,56,41,75.0,212.1,0.0
37791,2030000000000000.0,AKJCL,21,58,25.0,195.0,0.0
37792,2030000000000000.0,SANVI,52,48,10.0,603.7,0.0
37793,2030000000000000.0,HRL,46,58,10.0,983.0,0.0
37794,2030000000000000.0,UPCL,66,65,625.0,410.5,0.0
37795,2030000000000000.0,HBL,10,58,10.0,202.0,0.0
37796,2030000000000000.0,SHPC,4,77,100.0,540.8,0.0
37797,2030000000000000.0,HBL,10,94,10.0,202.0,0.0
37798,2030000000000000.0,LEC,56,36,100.0,212.1,0.0
37799,2030000000000000.0,FMDBL,71,82,700.0,828.8,0.0
37800,2030000000000000.0,FMDBL,71,44,300.0,827.0,0.0
37801,2030000000000000.0,SHIVM,88,66,136.0,584.2,0.0
37802,2030000000000000.0,UPCL,62,28,11.0,410.1,0.0
37803,2030000000000000.0,HDL,32,14,52.0,0.0,0.0
37804,2030000000000000.0,UHEWA,14,52,280.0,552.1,0.0
37805,2030000000000000.0,SPDL,13,89,11.0,400.3,0.0
37806,2030000000000000.0,SPDL,13,89,89.0,400.4,0.0
37807,2030000000000000.0,BFC,38,3,50.0,468.0,0.0
37808,2030000000000000.0,HRL,95,63,427.0,986.0,0.0
37809,2030000000000000.0,HRL,95,19,10.0,986.0,0.0
37810,2030000000000000.0,HRL,95,68,453.0,985.9,0.0
37811,2030000000000000.0,HRL,95,71,10.0,985.0,0.0
37812,2030000000000000.0,BHCL,42,58,10.0,462.0,0.0
37813,2030000000000000.0,CLI,14,47,34.0,458.0,0.0
37814,2030000000000000.0,GLH,42,58,495.0,253.5,0.0
37815,2030000000000000.0,GLH,16,58,0.0,253.5,0.0
37816,2030000000000000.0,GLH,45,58,190.0,253.7,0.0
37817,2030000000000000.0,GLH,36,58,200.0,254.0,0.0
37818,2030000000000000.0,GLH,11,58,25.0,254.0,0.0
37819,2030000000000000.0,GLH,54,58,90.0,254.0,0.0
37820,2030000000000000.0,NMB,25,43,205.0,247.0,0.0
37821,2030000000000000.0,NMB,45,43,35.0,247.0,0.0
37822,2030000000000000.0,NMB,57,43,200.0,247.0,0.0
37823,2030000000000000.0,NMB,28,43,200.0,247.0,0.0
37824,2030000000000000.0,NMB,38,43,400.0,247.0,0.0
37825,2030000000000000.0,NMB,49,43,100.0,247.0,0.0
37826,2030000000000000.0,NMB,14,43,300.0,247.1,0.0
37827,2030000000000000.0,NMB,36,43,0.0,247.2,0.0
37828,2030000000000000.0,NMB,49,43,100.0,247.2,0.0
37829,2030000000000000.0,NMB,46,43,100.0,247.2,0.0
37830,2030000000000000.0,NMB,51,43,500.0,247.4,0.0
37831,2030000000000000.0,NMB,34,43,360.0,247.5,0.0
37832,2030000000000000.0,LEC,16,36,750.0,212.6,0.0
37833,2030000000000000.0,NRM,1,91,250.0,451.0,0.0
37834,2030000000000000.0,NRM,44,91,297.0,451.0,0.0
37835,2030000000000000.0,BARUN,36,58,41.0,325.0,0.0
37836,2030000000000000.0,OHL,45,78,40.0,776.0,0.0
37837,2030000000000000.0,OHL,45,78,10.0,776.0,0.0
37838,2030000000000000.0,OHL,32,78,10.0,777.0,0.0
37839,2030000000000000.0,OHL,55,78,100.0,777.0,0.0
37840,2030000000000000.0,OHL,59,78,50.0,777.6,0.0
37841,2030000000000000.0,OHL,25,78,50.0,777.8,0.0
37842,2030000000000000.0,OHL,17,78,200.0,777.8,0.0
37843,2030000000000000.0,OHL,25,78,140.0,777.9,0.0
37844,2030000000000000.0,MEL,6,49,10.0,281.2,0.0
37845,2030000000000000.0,HDL,32,19,150.0,0.0,0.0
37846,2030000000000000.0,GHL,16,46,19.0,218.2,0.0
37847,2030000000000000.0,GHL,49,46,100.0,218.4,0.0
37848,2030000000000000.0,GHL,29,46,160.0,218.5,0.0
37849,2030000000000000.0,GHL,67,46,700.0,218.6,0.0
37850,2030000000000000.0,NFS,57,22,10.0,641.1,0.0
37851,2030000000000000.0,SANVI,95,62,50.0,604.0,0.0
37852,2030000000000000.0,AKPL,42,64,70.0,253.5,0.0
37853,2030000000000000.0,SNLI,58,58,50.0,455.0,0.0
37854,2030000000000000.0,SNLI,49,58,11.0,455.0,0.0
37855,2030000000000000.0,GMFIL,88,22,200.0,466.0,0.0
37856,2030000000000000.0,UPCL,62,58,100.0,410.1,0.0
37857,2030000000000000.0,UPCL,62,35,25.0,410.1,0.0
37858,2030000000000000.0,PMHPL,22,62,140.0,353.1,0.0
37859,2030000000000000.0,GLH,40,16,10.0,255.0,0.0
37860,2030000000000000.0,CGH,16,55,10.0,994.0,0.0
37861,2030000000000000.0,UNHPL,49,35,567.0,449.0,0.0
37862,2030000000000000.0,UNHPL,67,35,500.0,449.1,0.0
37863,2030000000000000.0,UNHPL,56,35,10.0,449.1,0.0
37864,2030000000000000.0,UNHPL,64,35,0.0,450.0,0.0
37865,2030000000000000.0,PCBL,42,89,55.0,246.1,0.0
37866,2030000000000000.0,UNHPL,64,59,77.0,450.0,0.0
37867,2030000000000000.0,GILB,91,36,10.0,0.0,0.0
37868,2030000000000000.0,CREST,59,19,13.0,0.0,0.0
37869,2030000000000000.0,CREST,58,19,20.0,0.0,0.0
37870,2030000000000000.0,SADBL,33,22,100.0,416.2,0.0
37871,2030000000000000.0,CKHL,1,89,10.0,635.0,0.0
37872,2030000000000000.0,MKJC,59,45,250.0,606.0,0.0
37873,2030000000000000.0,MKJC,59,28,50.0,605.9,0.0
37874,2030000000000000.0,BHL,32,49,40.0,186.5,0.0
37875,2030000000000000.0,HBL,10,21,10.0,202.0,0.0
37876,2030000000000000.0,GBBL,58,74,355.0,426.1,0.0
37877,2030000000000000.0,GBBL,4,74,85.0,426.1,0.0
37878,2030000000000000.0,OMPL,5,58,20.0,0.0,0.0
37879,2030000000000000.0,OMPL,4,58,40.0,0.0,0.0
37880,2030000000000000.0,UNHPL,71,59,240.0,450.0,0.0
37881,2030000000000000.0,SANVI,46,62,20.0,604.0,0.0
37882,2030000000000000.0,JBLB,41,97,10.0,0.0,0.0
37883,2030000000000000.0,CLI,49,47,45.0,458.0,0.0
37884,2030000000000000.0,CLI,58,47,45.0,458.0,0.0
37885,2030000000000000.0,CLI,3,47,34.0,458.0,0.0
37886,2030000000000000.0,CLI,1,47,50.0,458.0,0.0
37887,2030000000000000.0,CLI,4,47,200.0,458.0,0.0
37888,2030000000000000.0,CLI,57,47,0.0,458.0,0.0
37889,2030000000000000.0,CLI,47,47,20.0,458.0,0.0
37890,2030000000000000.0,CLI,45,47,101.0,458.0,0.0
37891,2030000000000000.0,CHDC,13,50,100.0,0.0,0.0
37892,2030000000000000.0,HBL,10,58,10.0,202.0,0.0
37893,2030000000000000.0,NABIL,14,58,383.0,510.1,0.0
37894,2030000000000000.0,NABIL,25,58,10.0,510.1,0.0
37895,2030000000000000.0,NABIL,56,58,20.0,510.1,0.0
37896,2030000000000000.0,NABIL,10,58,42.0,510.1,0.0
37897,2030000000000000.0,NABIL,39,58,100.0,510.1,0.0
37898,2030000000000000.0,NABIL,14,58,50.0,510.1,0.0
37899,2030000000000000.0,NABIL,45,58,149.0,510.1,0.0
37900,2030000000000000.0,MEN,55,54,200.0,617.5,0.0
37901,2030000000000000.0,SAPDBL,41,38,139.0,786.0,0.0
37902,2030000000000000.0,SSHL,49,71,20.0,175.5,0.0
37903,2030000000000000.0,HBL,10,57,10.0,202.0,0.0
37904,2030000000000000.0,ILI,58,34,61.0,444.4,0.0
37905,2030000000000000.0,KKHC,57,58,18.0,230.3,0.0
37906,2030000000000000.0,UPCL,74,53,350.0,410.0,0.0
37907,2030000000000000.0,SSHL,49,58,25.0,175.5,0.0
37908,2030000000000000.0,SSHL,28,58,930.0,175.5,0.0
37909,2030000000000000.0,NRN,48,81,0.0,0.0,0.0
37910,2030000000000000.0,NLG,58,44,100.0,800.0,0.0
37911,2030000000000000.0,NLG,56,44,555.0,800.0,0.0
37912,2030000000000000.0,NLG,39,44,100.0,800.0,0.0
37913,2030000000000000.0,NLG,50,44,100.0,800.0,0.0
37914,2030000000000000.0,NLG,32,44,50.0,800.0,0.0
37915,2030000000000000.0,NLG,38,44,200.0,800.0,0.0
37916,2030000000000000.0,NLG,71,44,500.0,800.0,0.0
37917,2030000000000000.0,NLG,26,44,100.0,800.1,0.0
37918,2030000000000000.0,NLG,74,44,300.0,802.0,0.0
37919,2030000000000000.0,NLG,6,44,50.0,802.0,0.0
37920,2030000000000000.0,UPCL,74,75,225.0,410.0,0.0
37921,2030000000000000.0,UPCL,64,75,65.0,410.0,0.0
37922,2030000000000000.0,UPCL,32,75,0.0,410.0,0.0
37923,2030000000000000.0,CKHL,1,89,542.0,635.0,0.0
37924,2030000000000000.0,CKHL,17,89,50.0,635.1,0.0
37925,2030000000000000.0,CKHL,33,89,500.0,635.2,0.0
37926,2030000000000000.0,CKHL,62,89,200.0,635.3,0.0
37927,2030000000000000.0,CKHL,62,89,30.0,635.5,0.0
37928,2030000000000000.0,BARUN,36,81,459.0,325.0,0.0
37929,2030000000000000.0,BARUN,33,81,300.0,325.0,0.0
37930,2030000000000000.0,BARUN,16,81,100.0,325.0,0.0
37931,2030000000000000.0,BARUN,43,81,50.0,325.0,0.0
37932,2030000000000000.0,BARUN,49,81,91.0,325.0,0.0
37933,2030000000000000.0,AHPC,43,7,249.0,283.3,0.0
37934,2030000000000000.0,AHPC,43,7,300.0,283.4,0.0
37935,2030000000000000.0,AHPC,43,7,11.0,283.5,0.0
37936,2030000000000000.0,PPL,71,64,100.0,300.0,0.0
37937,2030000000000000.0,NRIC,69,62,10.0,0.0,0.0
37938,2030000000000000.0,NRIC,69,58,15.0,0.0,0.0
37939,2030000000000000.0,PRIN,69,56,90.0,762.0,0.0
37940,2030000000000000.0,PRIN,41,56,10.0,762.0,0.0
37941,2030000000000000.0,PRIN,85,56,50.0,762.1,0.0
37942,2030000000000000.0,SANVI,52,48,10.0,603.7,0.0
37943,2030000000000000.0,CYCL,45,62,182.0,0.0,0.0
37944,2030000000000000.0,CYCL,48,62,13.0,0.0,0.0
37945,2030000000000000.0,CYCL,48,62,13.0,0.0,0.0
37946,2030000000000000.0,NMBMF,58,41,1.0,665.0,665.0
37947,2030000000000000.0,SHL,58,41,100.0,548.0,0.0
37948,2030000000000000.0,SHL,41,41,100.0,548.0,0.0
37949,2030000000000000.0,SHL,11,41,100.0,548.0,0.0
37950,2030000000000000.0,UPCL,32,1,300.0,410.0,0.0
37951,2030000000000000.0,HLI,38,46,509.0,395.0,0.0
37952,2030000000000000.0,HLI,34,46,10.0,395.0,0.0
37953,2030000000000000.0,HLI,14,46,95.0,395.0,0.0
37954,2030000000000000.0,NRM,14,17,24.0,452.1,0.0
37955,2030000000000000.0,CBBL,94,46,223.0,0.0,0.0
37956,2030000000000000.0,HHL,42,35,40.0,352.0,0.0
37957,2030000000000000.0,LEC,14,36,100.0,212.6,0.0
37958,2030000000000000.0,KDL,34,58,25.0,0.0,0.0
37959,2030000000000000.0,SHEL,45,22,200.0,304.0,0.0
37960,2030000000000000.0,NGPL,32,63,205.0,395.0,0.0
37961,2030000000000000.0,NGPL,55,63,10.0,395.0,0.0
37962,2030000000000000.0,NGPL,85,63,200.0,395.0,0.0
37963,2030000000000000.0,NGPL,45,63,200.0,395.0,0.0
37964,2030000000000000.0,NGPL,42,63,385.0,395.0,0.0
37965,2030000000000000.0,SANVI,52,22,10.0,603.7,0.0
37966,2030000000000000.0,SANVI,45,62,100.0,604.0,0.0
37967,2030000000000000.0,SANVI,34,62,200.0,604.0,0.0
37968,2030000000000000.0,SANVI,46,62,10.0,605.0,0.0
